PDB_ID,Canonical SMILES
6mom,COc1cc2ncc(n2cc1c1cnn(c1)C)c1cccc(n1)N[C@H]1C[NH2+]CC1
6moo,OC[C@@H]1C[C@H]1C#CC#Cc1ccc(cc1)C(=O)N[C@@H](C([NH3+])(C)C)C(=O)NO
6mq3,OC[C@H]1[N@H+]2CCCCN(C[C@H]2[C@@H]1c1ccc(cc1)c1cccc(c1C)C)S(=O)(=O)c1nccn1C
6mqc,CC[C@@H]([C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccccc1)C(C)C)C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]([NH3+])C)C
6mqe,CC[C@@H]([C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccccc1)C(C)C)C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]([NH3+])C)C
6mqm,CC[C@@H]([C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C(C)C)C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]([NH3+])C)C
6mr5,SCC(=O)NCCCCCn1ccc2c1cc(Cl)c(c2)Cl
6mrg,O[C@H](c1ccccc1)CNc1ncnc(c1)c1ccc2c(c1)OCCO2
6ms1,OC[C@@H](C(=O)N[C@H](C(=O)[O-])C(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)C[NH3+])CO)CC(C)C
6msa,COc1cc2c(cc1OC)nnc1c2c(C)n[nH]1
6msc,COc1cc(F)cc2c1nnc1c2c(nn1C)c1ccncc1C
6msn,[O-]C(=O)C[C@@H](C(=O)[O-])S
6mso,[O-]C(=O)C[C@@H](C(=O)[O-])S
6msy,OC[C@H]1O[C@H](O[C@@H]2[C@H](O[C@@H]([C@H]([C@@H]2O)O)CO)O[C@@H]2[C@H](O)[C@@H](O)O[C@@H]([C@H]2O)CO)[C@H]([C@H]([C@@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
6mt0,O=C1N[C@@H](c2c1cc([nH]2)c1cccc2c1[nH+]c(NC1(C)CC1)n(c2=O)C1(C)CC1)C
6mt4,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])Cc1ccccc1)CO)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)[NH3+])CCC(=O)[O-])CC(=O)[O-])CC(C)C)CCCNC(=[NH2+])N
6mt5,OC[C@@H](C(=O)N[C@H](C(=O)[O-])Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)[NH3+])CCC(=O)[O-])CC(=O)[O-])CC(C)C)CCCNC(=[NH2+])N)CC(C)C)CC(C)C
6mt6,OC[C@@H](C(=O)N[C@H](C(=O)[O-])Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)[NH3+])CCC(=O)[O-])CC(=O)[O-])CC(C)C)CCCNC(=[NH2+])N)CC(C)C
6mtu,CC(C[C@@H](C(=O)[O-])NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H]1[NH2+]CCC1)Cc1[nH]cnc1)CC(=O)N)CCC(=O)[O-])COP(=O)([O-])[O-])C
6mtv,OC[C@@H](C(=O)N[C@H](C(=O)[O-])CC(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)CC(=O)N)CCC(=O)[O-]
6mu1,OC[C@H]1O[C@H]([C@@H]([C@H]1O[C@H]1O[C@@H](CO)[C@@H]([C@@H]([C@@H]1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])n1cnc2c1ncnc2N
6mu3,OC[C@H]1O[C@H](O[C@@H]2[C@H](O[C@@H]([C@H]([C@@H]2O)O)CO)O[C@@H]2[C@H](O)[C@H](O)O[C@@H]([C@H]2O)CO)[C@H]([C@H]([C@@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
6mub,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H]([C@H]([C@@H]2O)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@@H]2O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@@H]2O)O)O)O)O)O)[C@H]([C@H]([C@@H]1O)O)O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@@H]1O)O)O
6mul,CCn1ncc(c1C)c1nc2c(n1C)ncnc2N1CCC(CC1)n1c(=O)[nH]c2c1cccn2
6mum,CCn1ncc(c1C)c1nc2c(n1C)ncnc2O[C@H]1CCN(C1)C(=O)C1CCOCC1
6mv3,[NH3+]CCCCCCNS(=O)(=O)c1cccc2c1cccc2Cl
6mvu,CC(=O)Oc1ccc(cc1)[N+](=O)[O-]
6mvx,O=C(c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)NC[C@H]1CCCC[NH2+]1
6mwe,CNC(=O)c1nccc(c1)Oc1ccc(c(c1)F)NC(=O)Nc1cc(nn1c1ccc2c(c1)cccn2)C(C)(C)C
6mx3,COc1ccc(cc1)[C@@H]1[C@@H](C(=O)[O-])c2ccccc2C(=O)N1c1ccc(cc1)C(C)(C)C
6mx8,COc1cc(ccc1Nc1ncc(c(n1)Nc1ccccc1P(=O)(C)C)Cl)N1CCC(CC1)[NH+]1CCN(CC1)C
6mxb,O=c1[nH]c(=O)c2c([nH]1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)([O-])[O-]
6mxc,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1[nH+]c(N)[nH]c2=O)COP(=O)([O-])[O-]
6mxd,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1nc[nH]c2=O)COP(=O)([O-])[O-]
6mxe,[O-]C(=O)C[C@@H]1[C@@H](c2ccc3c(c2)OCCO3)N(c2ccc(c(c2)Cl)C(C)(C)C)C(=O)c2c1ccc(c2)F
6myn,CNC(=O)c1c(nc2-c3cc(C#C[C@](c4noc(c4)C)(O)C)c(cc3[C@H]3C[C@@H](n12)C3)F)C(=O)N
6mzq,C=CC(=O)N1CC[C@@H](C1)n1nc(c2c1ncnc2N)C#Cc1cc(OC)cc(c1)OC
6mzw,C=CC(=O)N1CC[C@@H](C1)n1nc(c2c1ncnc2N)C#Cc1cc(OC)cc(c1)OC
6n0j,Clc1ccc(cc1)NC(=O)[C@@H]1CN(CC(C1)(F)F)C(=O)c1cccc(c1)c1ccco1
6n0k,Fc1cc(cc(c1)c1ccncc1)C(=O)N1C[C@@H](CC(C1)(F)F)C(=O)Nc1ccc(cc1)Cl
6n0m,[NH3+][C@H](C(=O)[O-])CC(C(F)F)(C)C
6n0p,OCCOc1cc(cc(n1)N1CCOCC1)c1cc(ccc1C)NC(=O)c1ccnc(c1)C(F)(F)F
6n0q,Cc1ccc(cc1c1ccc2c(c1)[nH]c(=O)n2C)NC(=O)c1cccc(c1)C(F)(F)F
6n17,[O-]C(=O)CCC(=O)Nc1ccc(c(c1)C(=O)[O-])C(=O)[O-]
6n19,[O-]C(=O)CCCC(=O)Nc1ccc(c(c1)C(=O)[O-])C(=O)[O-]
6n3e,[O-]C(=O)C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)[O-])[C@H](O)C)CCC(=O)[O-])NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)N)[NH3+])CCCNC(=[NH2+])N
6n3f,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CC(=O)[O-])Cc1c[nH]c2c1cccc2)CCCNC(=[NH2+])N)[NH3+]
6n3k,O=C(N[C@@H]1CC[C@@H](CC1)OCc1c(F)cccc1F)NCCCc1ccccc1
6n3l,O=C(C1CC1)Nc1ncnc(c1)Oc1ccc2c(c1)[nH+]c(n2C)Nc1ccc(cc1)C(F)(F)F
6n3n,OCc1cc(Cl)cc(c1Cl)S(=O)(=O)Nc1ccc(c(c1F)C#Cc1cnc(nc1)N)F
6n3o,COc1ncc(cc1S(=O)(=O)Nc1ccc(c(c1F)C#Cc1cnc(nc1)N)F)Cl
6n3v,CCNC(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH+]c(N)[nH]c2=O
6n3w,O=C(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH+]c(N)[nH]c2=O)NCCc1ccccc1
6n3x,O=C(NCc1ccccc1)OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH+]c(N)[nH]c2=O
6n3y,O=C(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH+]c(N)[nH]c2=O)NCCc1c[nH]c2c1cccc2
6n3z,CNC(=O)c1ccc(cc1)O[C@@H]1CC[C@H](CC1)NC(=O)Nc1ccc(cc1)OC(F)(F)F
6n48,COc1ccc(cc1)Sc1ccc(cc1C(=O)N[C@H](Cc1ccc(cc1)C(C)(C)C)CC(=O)NCC(=O)[O-])S(=O)(=O)N(C(C)C)C
6n4b,COC(=O)[C@H](C(C)(C)C)NC(=O)c1nn(c2c1cccc2)Cc1ccc(cc1)F
6n4e,FC(Oc1ccc2c(c1)ncc(c2)C(=O)N[C@@H]1CC[C@H](CC1)C(O)(C)C)F
6n4t,O=C(N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)c1nc2c(s1)cccc2)CCCNC(=[NH2+])N)C(C)C)CC1=NCSC1)CCc1ccccc1
6n53,[N-]=[N+]=N[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(=O)([O-])[O-]
6n54,[N-]=[N+]=N[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc([nH+]c1=O)N)COP(=O)([O-])[O-]
6n55,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)N=[N+]=[N-])n1ccc(=O)[nH]c1=O
6n5c,O=C(C(P(=O)([O-])[O-])(F)F)N[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H]([C@@H]([C@H]1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]
6n5f,CCCCCCCCC(=O)NCCCCCCCC(=O)N
6n5g,O=C(N1CCC(CC1)Cc1cnc2c(c1)cccc2)Nc1ccc(cc1)OC(F)(F)F
6n5h,O=C(N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)N[C@@H]1CC[C@H](CC1)Oc1ccc(cc1)C(=O)[O-]
6n5x,OC[C@@H](OC[C@H](O)C)C
6n69,N#Cc1cnc2c(c1)cccc2
6n6o,CN(C(=O)c1ccc(c(c1)O[C@@H](C(F)(F)F)C)Nc1nc(O[C@@H]2CC[C@](CC2)(C)O)c2c(n1)[nH]cc2Cl)C
6n77,COc1ccc(cc1c1nn(cc1NC(=O)c1cnn2c1nccc2)C)Cl
6n78,FC(Oc1ccc(cc1c1nn(cc1NC(=O)c1cnn2c1nccc2)C)Cl)F
6n79,FC(Oc1ccc(cc1c1[nH][nH+]cc1NC(=O)c1cnn2c1nccc2)Cl)F
6n7a,COc1ccc(cc1c1nn(cc1NC(=O)c1cncc2c1nn(c2)C)C)Cl
6n7b,COc1ccc(cc1c1nn(cc1NC(=O)c1cncc2c1[nH]nc2)C)Cl
6n7c,COc1cc2ccccc2cc1c1n[nH]cc1NC(=O)c1cnn2c1nccc2
6n7d,COc1cc2[nH]ncc2cc1c1n[nH]cc1NC(=O)c1cnn2c1nccc2
6n7q,CSCC[C@@H]1NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CS)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@H]3N(C(=O)[C@@H](NC1=O)CO)CCC3)CCC2)CCSC)CCC(=O)N)[C@H](CC)C)Cc1c[nH]c2c1cccc2)[C@H](O)C)[C@H](O)C
6n7y,Cc1ccc(cc1)c1sc2c(c1)c(ncn2)N[C@H]([P@](=O)(O)[O-])Cc1ccccc1
6n7z,Cc1ccc(cc1)c1sc2c(c1)c(ncn2)N[C@@H]([P@](=O)(O)[O-])Cc1ccccc1
6n82,Fc1cccc(c1)C[C@H]([P@](=O)(O)[O-])Nc1ncnc2c1cc(s2)c1ccc(c(c1)Cl)C
6n83,Fc1cccc(c1)C[C@@H]([P@](=O)(O)[O-])Nc1ncnc2c1cc(s2)c1ccc(c(c1)Cl)C
6n87,CSCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCC(=O)N)[C@H](CC)C)CCC2)CSSCC1=CC([N@@H+](C1(C)C)O)(C)C)Cc1c[nH]c2c1cccc2)[C@H](O)C)[C@H](O)C
6n8x,CCCCn1c(Cc2cc(OC)c(c(c2)OC)OC)nc2c1ncnc2N
6n8y,CCCCn1c(Cc2cc(OC)c(c(c2)OC)OC)nc2c1ncnc2N
6n92,O=C(NCCSC(=O)[C@@H]([N+](=O)[O-])C)CCNC(=O)[C@@H](C(CO[P@@](=O)(O[P@@](=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O
6n93,OCCNC(=O)CCNC(=O)[C@@H](C(CO[P@](=O)(O[P@@](=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O
6n94,O=C(NCCNC(=O)C([N+](=O)[O-])C)CCNC(=O)[C@@H](C(CO[P@](=O)(O[P@](=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O
6n95,O=C(NCCSC(=O)[C@H](S(=O)(=O)[O-])C)CCNC(=O)[C@@H](C(CO[P@@](=O)(O[P@@](=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O
6n96,O[C@@H]1[C@H](OP(=O)([O-])[O-])[C@H](O[C@H]1n1cnc2c1ncnc2N)CO[P@@](=O)(OP(=O)([O-])[O-])[O-]
6n97,O=C(NCCNC(=O)[C@H](S(=O)(=O)[O-])C)CCNC(=O)[C@@H](C(CO[P@@](=O)(O[P@](=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O
6n9h,[NH3+][C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
6n9l,O[C@@H]1[C@@H](CO[P@@](=O)(OP(=O)([O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
6n9p,CCC(=O)Nc1cccc(c1)Oc1cc[nH+]c(c1c1ccc(cc1)Oc1ccccc1)N
6n9t,[O-]C(=O)CC[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2nc[nH]c2)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC(C)C)Cc1ccc(cc1)C(=O)c1ccccc1)Cc1c[nH]c2c1cccc2)C(=O)N[C@H](C(=O)[O-])[C@H](O)C)NC(=O)[C@H](CC(=O)[O-])[NH3+])Cc1c[nH]c2c1cccc2
6nad,COc1nc2ccc(cc2c(c1C[N@@H+]1CC[C@@H](CC1)C(F)(F)F)Cl)[C@@](c1c[nH+]c(n1C)C)(c1ccnc(c1)C(F)(F)F)O
6naf,[NH3+][C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
6nao,[O-]C(=O)[C@@H]1CCCC[C@@H]1NC(=O)c1cnn2c1nc(cc2O)c1ccccc1
6ncj,[O-]C(=O)[C@H](c1c(C)nc2c(c1c1cc(F)c3c(c1C)CCCO3)C[N@H+](CC2)C[C@H]1C[C@H]1c1ccccc1)OC(C)(C)C
6ncn,Clc1cccc(c1)C1(CCC1)C(=[NH2+])N
6nco,Clc1cc(cc(c1)C1(CCC1)C(=[NH2+])N)c1ccc(cc1)C(O)(C)C
6ncp,CC[C@@H]([C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CC(C)C)Cc1ccccc1)C(C)C)C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]([NH3+])C)C
6nd3,OCC[N+](C)(C)C
6ndl,O=C1N[C@@H]2[C@H](N1)[C@@H](SC2)CCCCNC(=O)NS(=O)(=O)NCCCCn1cnc2c1ncnc2N
6ne5,[O-]C(=O)c1ccc2c(c1)c(cn2C)N1C[C@@H](C)n2c(C1=O)c(CCCOc1cc(C)c(c(c1)C)Cl)c1c2c(c(cc1)Cl)c1c(C)nn(c1C)C
6nel,Fc1ccc(cc1)c1[nH]c(=O)c(cc1c1ccc(cc1)C(=O)[O-])O
6nem,O=c1[nH]c(c2ccc(cc2)c2nnn[nH]2)c(cc1O)Cc1cccc2c1cccc2
6nfg,CNC(=O)c1c[nH]n2c1nc(cc2=O)c1ccccc1
6nfh,C[NH+](C[C@@H](COc1ccc(cc1)Nc1ncc2c(n1)n(c1ccc3c(c1)CCC3)c(=O)c(=O)[nH]2)O)C
6nfi,COc1cc2-c3n[nH]c(c3Cc2cc1NS(=O)(=O)C)NCc1c(C)cccc1C
6nfn,O=C(c1ccccc1)O[C@H]1C[C@@H]2CC[C@H]([C@H]1C(=O)[O-])[N@H+]2C
6nfo,OC[C@@H](NC(=O)c1c[nH]n2c1nc(cc2=O)c1ccccc1)C
6nfy,CC[NH+](CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)CC
6nfz,CC[NH+](CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)CC
6ng0,CC[NH+](CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)CC
6nj0,O[C@@H]1[C@@H](COc2cccc(c2)CCC(=O)c2ccccc2C(=O)[O-])O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
6njh,CCc1nc(Nc2ccc(cc2)CC(=O)N)nc(n1)c1cccc(c1)Cl
6nji,OCCc1ccc(cc1)Nc1nc(CC)nc(n1)c1cccc(c1)Cl
6njj,[O-]C(=O)Cc1ccc(cc1)Cc1cc(nc(c1)C(F)(F)F)c1cccc(c1)Cl
6njz,CSCC[C@@H](C(=O)[O-])NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(cc1)O)[NH3+])CO)C)CC(=O)[O-])CO
6nk0,[NH3+]CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)O)C(C)C)CO)CC(=O)[O-])Cc1ccc(cc1)O)C)CC(C)C)Cc1c[nH]c2c1cccc2
6nk1,[NH3+]CCCC[C@@H](C(=O)[O-])NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)CC[NH3+])CC(C)C)C)Cc1ccc(cc1)O)CC(=O)[O-])CO)Cc1ccc(cc1)O)CCCNC(=[NH2+])N
6nkp,OC[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])CO)Cc1ccc(cc1)O)C(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2c1cccc2)[NH3+])CC(C)C)C)Cc1ccc(cc1)O)CC(=O)[O-]
6nlj,Oc1cccc(c1)CNc1cccc2c1C(=O)NC2=O
6nm4,COc1cc(OC)cc(c1)c1noc(n1)N1CC[N@H+](C2(C1)CCN(CC2)c1cc[nH+]c(c1)C)C
6nmb,[NH3+]C[C@@H]1CC[C@@H](CC1)C(=O)[O-]
6nng,COc1cc(cc(c1OC)OC)c1nccc2c1nc([nH]2)c1ccc2c(c1)[nH]cc2
6nnr,O[C@H]1C[C@@H](O[C@@H]1COP(=O)([O-])[O-])n1ccc(=O)[nH]c1=O
6no9,F[C@@H]1CCN(CC[C@H]1[NH3+])c1c(cnn1C)NC(=O)c1nc(sc1N)c1c(F)cccc1F
6np2,[NH3+]CC1=CC[C@H]([C@H](O1)O[C@@H]1[C@@H]([NH3+])C[C@H]([C@@H]([C@H]1O)O[C@H]1OC[C@]([C@@H]([C@H]1O)[NH2+]C)(C)O)[NH3+])[NH3+]
6np3,[NH3+]C[C@@H]1CC[C@H]([C@H](O1)O[C@@H]1[C@@H]([NH3+])C[C@H]([C@@H]([C@H]1O)O[C@H]1OC[C@]([C@@H]([C@H]1O)[NH2+]C)(C)O)[NH3+])[NH3+]
6np4,[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@H]([C@@H]([C@H]2O)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)[NH3+])O)[NH3+])[C@@H](C[C@@H]1O)[NH3+]
6np5,[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@H]([C@@H]([C@H]2O)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)[NH3+])O)[NH3+])[C@@H]([C@H]([C@@H]1O)O)[NH3+]
6npe,N#CCC(=O)/N=C/1\SCC(=N1)c1ccc(c(c1)Cl)Cl
6npf,O=C1C[C@@H](C(=O)N1O)[P@](=O)(O)[O-]
6npi,[O-]C(=O)c1ccccc1n1cccc1
6npm,[O-]C(=O)c1cncc(c1)C#Cc1ccccc1
6npp,[O-]C(=O)c1cccc(c1n1cccc1)C#Cc1ccccc1
6npt,O=C(c1ccc(cc1)C(C)(C)C)Nc1cc(nn1c1ccccc1)c1ccccc1
6npu,CC(=O)N[C@H]1CCN(N1)c1ccc(c(c1)Cl)Cl
6npv,OCC[C@H]1CN(N=C1NC(=O)c1ccncc1)c1ccc(c(c1)Cl)Cl
6nrf,O=C(c1ccc(cc1)/C=C/1\Oc2c(C1=O)cccc2C(=O)N)N1CCN(CC1)c1[nH]c2c([nH+]1)cccc2
6nrg,Fc1cc(ccc1c1nnn[nH]1)/C=C/1\Oc2c(C1=O)cccc2C(=O)N
6nrh,O=C(c1ccc(cc1)CC1Oc2c(C1=O)cccc2C(=O)N)N1CCN(CC1)c1ncccn1
6nri,O=C(N1CCn2c(C1)nnc2C1CC1)c1ccc(cc1)/C=C/1\Oc2c(C1=O)cccc2C(=O)N
6nrj,O=C(c1ccc(cc1)/C=C/1\Oc2c(C1=O)cccc2C(=O)N)NCCc1[nH]c2c([nH+]1)cccc2
6nsp,O=C(Nc1c(nc2n1cccc2C)c1ccccc1)CN1C(=O)CSc2c1cccc2
6nsq,CCn1nc(c2c1ncnc2N)C#Cc1c(C)ccc2c1ccnc2Nc1ccc(cc1)Cl
6nss,O=C(Nc1c(nc2n1ccnc2C)c1ccccc1)CN1c2ccccc2Oc2c1cccc2
6nsv,CC(C[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)[O-])CC(=O)[O-])Cc1c[nH]c2c1cccc2)Cc1c[nH]c2c1cccc2)NC(=O)C)C
6nsx,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])C)C(C)C)CC(=O)[O-])Cc1c[nH]c2c1cccc2)CCCNC(=[NH2+])N)[NH3+]
6nt2,C[NH2+]CCN(Cc1c[nH]nc1C1CCC(CC1)(COCC)COCC)C
6ntb,O[C@@H]1[C@@H](CO[P@](=O)(O[P@@](=O)(OP(=O)([O-])[O-])[O-])[O-])O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
6nti,[NH3+]C[C@H]1O[C@H](O[C@@H]2[C@@H]([NH3+])C[C@H]([C@@H]([C@H]2O)O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)[NH3+])O)[NH3+])[C@@H]([C@H]([C@@H]1O)O)[NH3+]
6ntj,[NH3+]C[C@@H]1CC[C@H]([C@H](O1)O[C@@H]1[C@@H]([NH3+])C[C@H]([C@@H]([C@H]1O)O[C@H]1OC[C@]([C@@H]([C@H]1O)[NH2+]C)(C)O)[NH3+])[NH3+]
6nu1,[O-]C(=O)[C@@H]([NH3+])CS
6nu5,[O-]C(=O)[C@@H]([NH3+])CS
6nv7,CCCN(S(=O)(=O)C)c1cc2CCCCc3cccc(C[C@H](NC(=O)c(c1)c2)C[NH2+][C@@H](C(=O)NCC(C)C)[C@@H](O)C)c3
6nv9,CCC[C@@H]([C@@H](C(=O)NCC(C)C)[NH2+]C[C@@H]1Cc2cccc(c2)CCCCc2cc(C(=O)N1)cc(c2)N(S(=O)(=O)C)CCC)O
6nvg,C=CC(=O)Nc1cc(Cl)cc(c1Nc1ncc(cn1)OCc1c(Cl)c(OC)cc(c1Cl)OC)Cl
6nvh,C=CC(=O)Nc1cccc(c1Nc1ncc(cn1)OCc1c(Cl)c(OC)cc(c1Cl)OC)C
6nvi,C=CC(=O)Nc1cc(F)cc(c1Nc1ncc(cn1)OCc1c(Cl)c(OC)cc(c1Cl)OC)Cl
6nvj,C=CC(=O)Nc1cccc(c1Nc1ncc(cn1)OCc1c(Cl)c(OC)cc(c1Cl)OC)F
6nvl,C=CC(=O)Nc1cccc(c1Nc1ncc(cn1)OCc1c(Cl)c(OC)cc(c1Cl)OC)C
6nw3,CCCC[C@@H](C(=O)NCC(C)C)[NH2+]C[C@@H]1Cc2cccc(c2)CCCCc2cc(C(=O)N1)cc(c2)N(S(=O)(=O)C)CCC
